"ID","Text_enUS","Text_enGB","Text_koKR","Text_frFR","Text_deDE","Text_enCN","Text_zhCN","Text_enTW","Text_Mask"
"589","%s si myslí o %s, že je jen syn zlobra bez matky.","","","","","","","","8323198"
"590","%s si myslí, že jsi jen syn zlobra bez matky.","","","","","","","","8323198"
"591","Myslíš si, že je %s syn zlobra bez matky.","","","","","","","","8323198"
"592","%s si myslí, že všichni okolo jsou synové zlobra bez matky.","","","","","","","","8323198"
"593","Myslíš si, že všichni okolo jsou synové zlobra bez matky.","","","","","","","","8323198"
"594","%s si myslí, že všichni okolo jsou jen synové zlobra bez matky.","","","","","","","","8323198"
"595","%s se představuje %s.","","","","","","","","8323198"
"596","%s se ti představuje.","","","","","","","","8323198"
"597","Představuješ se %s.","","","","","","","","8323198"
"598","%s se všem představuje.","","","","","","","","8323198"
"599","Představuješ se všem.","","","","","","","","8323198"
"600","%s se představuje %s.","","","","","","","","8323198"
"601","%s se ti představuje.","","","","","","","","8323198"
"602","%s se každému představuje.","","","","","","","","8323198"
"603","%s oznamuje %s, že si jen dělal legraci!","","","","","","","","8323198"
"604","%s ti oznamuje, že si jen dělal legraci!","","","","","","","","8323198"
"605","Oznamuješ %s, že jsi si jen dělal legraci!","","","","","","","","8323198"
"606","%s si jen dělal srandu!","","","","","","","","8323198"
"607","Jen sis dělal srandu!","","","","","","","","8323198"
"608","%s oznamuje %s, že si jen dělala legraci!","","","","","","","","8323198"
"609","%s si dělala srandu.","","","","","","","","8323198"
"610","%s olizuje %s.","","","","","","","","8323198"
"611","%s tě olizuje.","","","","","","","","8323198"
"612","Olizuješ %s.","","","","","","","","8323198"
"613","%s si olizuje rty.","","","","","","","","8323198"
"614","Olizuješ si rty.","","","","","","","","8323198"
"615","%s si olizuje rty.","","","","","","","","8323198"
"616","%s pozorně naslouchá %s.","","","","","","","","8323198"
"617","%s ti pozorně naslouchá.","","","","","","","","8323198"
"618","Soustředěně posloucháš %s.","","","","","","","","8323198"
"619","%s naslouchá!","","","","","","","","8323198"
"620","Nasloucháš!","","","","","","","","8323198"
"621","%s chce, aby %s věděl, ře je beznadějně ztracen.","","","","","","","","8323198"
"622","%s chce, abys věděl, že je beznadějně ztracen.","","","","","","","","8323198"
"623","Chceš, aby %svěděl, že jsi beznadějně ztracen.","","","","","","","","8323198"
"624","%s je beznadějně ztracen.","","","","","","","","8323198"
"625","Jsi beznadějně ztracený.","","","","","","","","8323198"
"626","%s chce, aby %s věděl, že je beznadějně ztracená.","","","","","","","","8323198"
"627","%s chce aby jsi věděl, že je beznadějně ztracená.","","","","","","","","8323198"
"628","%s zesměšňuje hloupost %s.","","","","","","","","8323198"
"629","%s zesměšňuje tvou hloupost.","","","","","","","","8323198"
"630","Zesměšňuješ hloupost %s.","","","","","","","","8323198"
"631","%s napodobuje život a vše, čím je zastoupen.","","","","","","","","8323198"
"632","Napodobuješ život a vše, čím je zastoupen.","","","","","","","","8323198"
"633","%s zvažuje činy %s.","","","","","","","","8323198"
"634","%s Zvažuje tvé činy.","","","","","","","","8323198"
"635","Zvažuje činy %s.","","","","","","","","8323198"
"636","%s zvažuje situaci.","","","","","","","","8323198"
"637","Zvažuješ situaci.","","","","","","","","8323198"
"638","%s se vrhá na %s.","","","","","","","","8323198"
"639","%s se na tebe vrhá.","","","","","","","","8323198"
"640","Vrháš se na %s.","","","","","","","","8323198"
"641","%s se vrhá ze stínů.","","","","","","","","8323198"
"642","Vrháš se ze stínů.","","","","","","","","8323198"
"643","%s nešetří chválou na %s.","","","","","","","","8323198"
"644","%s nešetří chválou na tebe","","","","","","","","8323198"
"645","Ty dáváš velkou chválu %s.","","","","","","","","8323198"
"646","%s velebí Světlo.","","","","","","","","8323198"
"647","Velebíš Světlo.","","","","","","","","8323198"
"648","%s přede na %s.","","","","","","","","8323198"
"649","%s na tebe přede.","","","","","","","","8323198"
"650","Předeš na %s.","","","","","","","","8323198"
"651","%s přede jak kotě.","","","","","","","","8323198"
"652","Předeš jako kotě.","","","","","","","","8323198"
"653","%s je zmatený z %s.","","","","","","","","8323198"
"654","%s je z tebe zmatený. Co se to tu děje?","","","","","","","","8323198"
"655","Jsi zmatený z %s.","","","","","","","","8323198"
"656","%s je zmatený. Co se to tu děje?","","","","","","","","8323198"
"657","Jsi zmatený. Co se to tu děje?","","","","","","","","8323198"
"658","%s se podíval na %s a zvedá ruku.","","","","","","","","8323198"
"659","%s se na tebe podíval a zvedá ruku.","","","","","","","","8323198"
"660","Podíval jsi se na %s a zvedáš ruku.","","","","","","","","8323198"
"661","%s zvedá ruku.","","","","","","","","8323198"
"662","Zvedáš ruku.","","","","","","","","8323198"
"663","%s se podíval na %s a zvedá ruku do vzduchu.","","","","","","","","8323198"
"664","%s podívala se na tebe a zvedá ruku do vzduchu.","","","","","","","","8323198"
"665","%s zvedá ruku do vzduchu.","","","","","","","","8323198"
"666","%s oznamuje %s, že je připraven!","","","","","","","","8323198"
"667","%s ti oznamuje, že je připraven!","","","","","","","","8323198"
"668","Oznamuješ %s, že jsi připraven!","","","","","","","","8323198"
"669","%s všem oznamuje, že je připraven!","","","","","","","","8323198"
"670","Oznamuješ všem, že jsi připraven!","","","","","","","","8323198"
"671","%s ti oznamuje, že je připravena!","","","","","","","","8323198"
"672","%s oznamuje všem, že je připravena!","","","","","","","","8323198"
"673","%s tančí před %s.","","","","","","","","8323198"
"674","%s před tebou tančí.","","","","","","","","8323198"
"675","Tančíš před %s.","","","","","","","","8323198"
"676","%s tanší před masami lidí.","","","","","","","","8323198"
"677","Tančíš před masami lidí.","","","","","","","","8323198"
"678","%s se třese poboku %s. Studí!","","","","","","","","8323198"
"679","%s se třese po tvém boku. Studí!","","","","","","","","8323198"
"680","Třeseš se poboku %s. Studí!","","","","","","","","8323198"
"681","%s se celý třese. Studí!","","","","","","","","8323198"
"682","Celý se třeseš. Studí!","","","","","","","","8323198"
"683","%s se celý třese. Studí!","","","","","","","","8323198"
"684","%s odhání %s od sebe. Zmiz, švábe!","","","","","","","","8323198"
"685","%s tě od sebe odhání. Zmiz, švábe!","","","","","","","","8323198"
"686","Odháníš %s od sebe. Zmiz, švábe!","","","","","","","","8323198"
"687","%s od sebe odhání otravný hmyz.","","","","","","","","8323198"
"688","Odháníš od sebe otravný hmyz.","","","","","","","","8323198"
"689","%s dává facku %s. Au!","","","","","","","","8323198"
"690","%s ti dává facku. Au!","","","","","","","","8323198"
"691","Dáváš facku %s. Au!","","","","","","","","8323198"
"692","%s si dává facku. Au!","","","","","","","","8323198"
"693","Dáváš si facku. Au!","","","","","","","","8323198"
"694","%s si dává facku. Au!","","","","","","","","8323198"
"695","%s se podle šklebí na %s.","","","","","","","","8323198"
"696","%s se na tebe podle šklebí.","","","","","","","","8323198"
"697","Podle se šklebíš na %s.","","","","","","","","8323198"
"698","Podlý úšklebek se rozpíná po celé tváři %s.","","","","","","","","8323198"
"699","Podlý úšklebek se rozpíná po celé tvé tváři.","","","","","","","","8323198"
"700","%s čichá k %s.","","","","","","","","8323198"
"701","%s k tobě čichá.","","","","","","","","8323198"
"702","Čicháš k %s.","","","","","","","","8323198"
"703","%s nasává vzduch okolo sebe.","","","","","","","","8323198"
"704","Nasáváš vzduch okolo sebe.","","","","","","","","8323198"
"705","%s nasává vzduch okolo sebe.","","","","","","","","8323198"
"706","%s uráží %s.","","","","","","","","8323198"
"707","%s tě uráží.","","","","","","","","8323198"
"708","Urážíš %s.","","","","","","","","8323198"
"709","% s urážky kolem všech ponížených Peonů.","","","","","","","","8323198"
"710","Jste urážkou všech skromných peonů kolem vás.","","","","","","","","8323198"
"711","% s urážky kolem všech ponížených Peonů.","","","","","","","","8323198"
"712","%s utišuje %s. Jsem tady...všechno bude v pořádku.","","","","","","","","4128894"
"713","%s tě utišuje. Jsem tady...všechno bude v pořádku.","","","","","","","","4128894"
"714","Utišuješ %s. Jsem tady...všechno bude v pořádku.","","","","","","","","4128894"
"715","%s potřebuje utišit.","","","","","","","","8323198"
"716","Potřebuješ utišit.","","","","","","","","8323198"
"717","%s čichá k %s. Wow, někdo tu smrdí!","","","","","","","","8323198"
"718","%s k tobě číchá. Wow, někdo tu smrdí!","","","","","","","","8323198"
"719","Čicháš k %s. Wow, někdo tu smrdí!","","","","","","","","8323198"
"720","%s čichá vzduch okolo. Wow, někdo tu smrdí!","","","","","","","","8323198"
"721","Čicháš vzduch okolo. Wow, někdo tu smrdí!","","","","","","","","8323198"
"722","%s čichá vzduch okolo. Wow, někdo tu smrdí!","","","","","","","","8323198"
"723","%s se vysmívá %s. Pojď na to!","","","","","","","","8323198"
"724","%s se ti vysmívá. Pojď na to!","","","","","","","","8323198"
"725","Vysmíváš se %s. Pojď na to!","","","","","","","","8323198"
"726","%s se všem okolo vysmívá. Pojďte na to, hlupáci!","","","","","","","","8323198"
"727","Všem okolo se vysmíváš. Pojďte na to, hlupáci!","","","","","","","","8323198"
"728","%s se všem okolo vysmívá. Pojďte na to, hlupáci!","","","","","","","","8323198"
"729","%s si dělá srandu z %s.","","","","","","","","8323198"
"730","%s si z tebe dělá srandu.","","","","","","","","8323198"
"731","Děláš si srandu z %s.","","","","","","","","8323198"
"732","%s je takový šprýmař.","","","","","","","","8323198"
"733","Jsi takový šprýmař.","","","","","","","","8323198"
"734","%s říká %s, že má žízeň. Co takhle něco k pití?","","","","","","","","8323198"
"735","%s ti říká, že má žízeň. Co takhle něco k pití?","","","","","","","","8323198"
"736","Oznamuješ %s, že máš žízeň. Co takhle něco k pití?","","","","","","","","8323198"
"737","%s je tak žíznivý. Nemá tady někdo něco k pití?","","","","","","","","8323198"
"738","Jsi tak žíznivý. Nemá tady někdo něco k pití?","","","","","","","","8323198"
"739","%s říká %s, že je žíznivá. Co takhle něco k pití?","","","","","","","","8323198"
"740","%s ti říká, že je žíznivá. Co takhle něco k pití?","","","","","","","","8323198"
"741","% s% s veta je v pohybu.","","","","","","","","8323198"
"742","%s vetoval tvůj pohyb.","","","","","","","","8323198"
"743","Zakazuješ %s pohybovat se.","","","","","","","","8323198"
"744","%s vetuje návrh na podlaze.","","","","","","","","8323198"
"745","Zakazuješ pohybovat se po podlaze.","","","","","","","","8323198"
"746","%s se tiše hihňá %s.","","","","","","","","8323198"
"747","%s se ti tiše hihňá.","","","","","","","","8323198"
"748","Tiše se %s hihňáš.","","","","","","","","8323198"
"749","%s se tiše hihňá.","","","","","","","","8323198"
"750","Tiše se hihňáš.","","","","","","","","8323198"
"751","%s se tiše hihňá.","","","","","","","","8323198"
"752","%s lechtá %s.  Ha ha!","","","","","","","","8323198"
"753","%s tě lechtá.  Ha ha!","","","","","","","","8323198"
"754","Lechtáš %s.  Ha ha!","","","","","","","","8323198"
"755","%s chce být zlechtán.  Ha ha!","","","","","","","","8323198"
"756","Chceš být polechtán.  Ha ha!","","","","","","","","8323198"
"757","%s hraje %s na nejmenší housle na světě.","","","","","","","","8323198"
"758","%s ti hraje na nejmenší housle na světě.","","","","","","","","8323198"
"759","Hraješ %s na nejmenší housle na světě.","","","","","","","","8323198"
"760","%s začíná hrát na city.","","","","","","","","8323198"
"761","Začínáš hrát na city.","","","","","","","","8323198"
"762","%s se usmívá na %s.","","","","","","","","8323198"
"763","%s se na tebe usmívá.","","","","","","","","8323198"
"764","Usmíváš se na %s.","","","","","","","","8323198"
"765","%s se usmívá.","","","","","","","","8323198"
"766","Usmíváš se.","","","","","","","","8323198"
"777","%s oznamuje %s, že je připravena!","","","","","","","","8323198"
"778","%s udělal sprosté gesto na %s.","","","","","","","","8323198"
"779","%s udělal sprosté gesto na tebe.","","","","","","","","8323198"
"780","Udělal jsi sprosté gesto na %s.","","","","","","","","8323198"
"781","%s udělal sprosté gesto.","","","","","","","","8323198"
"782","Udělal jsi sprosté gesto.","","","","","","","","8323198"
"797","%s s lítostí shlédne na %s.","","","","","","","","4128894"
"798","%s na tebe s lítostí shlédne.","","","","","","","","4128894"
"799","S lítostí shlédneš na %s.","","","","","","","","4128894"
"800","%s lituje ty kolem něho.","","","","","","","","4128894"
"801","%s lituje ty kolem ní.","","","","","","","","4128894"
"802","Lituješ ty kolem sebe.","","","","","","","","4128894"
"803","%s hrozivě zahřmí na %s.","","","","","","","","4128894"
"804","%s na tebe hrozivě zahřmí.","","","","","","","","4128894"
"805","Hrozivě zahřmíš na %s.","","","","","","","","4128894"
"806","%s hrozivě zahřmí.","","","","","","","","4128894"
"807","Hrozivě zahřmíš.","","","","","","","","4128894"
"808","%s štěká na %s.","","","","","","","","4128894"
"809","%s na tebe štěká.","","","","","","","","4128894"
"810","Štěkáš na %s.","","","","","","","","4128894"
"811","%s štěká. Haf haf!","","","","","","","","4128894"
"812","Štěkáš. Haf haf!","","","","","","","","4128894"
"817","%s se bojí %s.","","","","","","","","4128894"
"818","%s se tě bojí.","","","","","","","","4128894"
"819","Bojíš se %s.","","","","","","","","4128894"
"820","%s se bojí!","","","","","","","","4128894"
"821","Jsi vystrašen!","","","","","","","","4128894"
"822","%s se propadne se bezmocně okolo %s.","","","","","","","","4128894"
"823","%s propadne se bezmocně okolo vás.","","","","","","","","4128894"
"824","udeřit bezmocně kolem sebe %s.","","","","","","","","4128894"
"825","%s propadá bezmoci.","","","","","","","","4128894"
"826","Bezmocně přešlapuješ.","","","","","","","","4128894"
"827","%s miluje %s.","","","","","","","","4128894"
"828","%s tě miluje.","","","","","","","","4128894"
"829","Miluješ %s.","","","","","","","","4128894"
"830","%s se cítí zamilovaný.","","","","","","","","4128894"
"831","Cítíš se zamilovaný.","","","","","","","","4128894"
"832","%s bučí na %s. Bůůůůůůůůůůů.","","","","","","","","4128894"
"833","%s na tebe bučí. Bůůůůůůůůůůů.","","","","","","","","4128894"
"834","Bučíš na %s. Bůůůůůůůůůůů.","","","","","","","","4128894"
"835","%s bučí. Bůůůůůůůůůůů.","","","","","","","","4128894"
"836","Bůůůůůůůůůůů.","","","","","","","","4128894"
"837","%s chválí %s za dobře vykonanou práci.","","","","","","","","4128894"
"838","%s tě chválí za dobře vykonanou práci.","","","","","","","","4128894"
"839","Chválíš %s za dobře vykonanou práci.","","","","","","","","4128894"
"840","%s všechny chválí za dobře vykonanou práci.","","","","","","","","4128894"
"841","Chválíš všechny za dobře vykonanou práci.","","","","","","","","4128894"
"862","","","","","","","","","4128892"
"863","","","","","","","","","4128892"
"864","","","","","","","","","4128892"
"865","%s volá o pomoc!","","","","","","","","4128894"
"866","Voláš o pomoc!","","","","","","","","4128894"
"867","%s ukazuje na %s, jako na blížícího se nepřítele!","","","","","","","","4128892"
"868","%s na tebe ukazuje jako na blížícího se nepřítele!","","","","","","","","4128892"
"869","Ukazuješ na %s jako na blížícího se nepřítele!","","","","","","","","4128892"
"870","%s varuje všechny o přicházejících nepřátelích!","","","","","","","","4128894"
"871","Varuješ všechny o přicházejících nepřátelích!","","","","","","","","4128894"
"872","","","","","","","","","4128892"
"873","","","","","","","","","4128892"
"874","","","","","","","","","4128892"
"875","%s útočí.","","","","","","","","4128894"
"876","Útočíš.","","","","","","","","4128894"
"877","%s křičí na %s, aby uprchnul!","","","","","","","","4128894"
"878","%s na tebe křičí, abys uprchnul!","","","","","","","","4128894"
"879","Křičíš na %s, aby uprchnul!","","","","","","","","4128894"
"880","%s křičí na všechny, aby uprchli!","","","","","","","","4128894"
"881","Křičíš na všechny, aby uprchli!","","","","","","","","4128894"
"882","%s ti říká, ať útočíš na %s.","","","","","","","","4128894"
"883","%s říká všem, aby tě napadli.","","","","","","","","4128894"
"884","Říkáš všem, aby útočili na %s.","","","","","","","","4128894"
"885","%s ti říká, ať na něco zaútočíš.","","","","","","","","4128894"
"886","Říkáš všem, aby na něco zaútočili.","","","","","","","","4128894"
"887","%s má nedostatek many.","","","","","","","","4128894"
"888","Oznamuješ, že nemáš dostatek many!","","","","","","","","4128894"
"889","%s navrhuješ %s, aby tě následoval.","","","","","","","","4128894"
"890","%s ti navrhuje, abys ho následoval.","","","","","","","","4128894"
"891","Navrhuješ %s, aby tě následoval.","","","","","","","","4128894"
"892","%s ti navrhuje, abys ho následoval.","","","","","","","","4128894"
"893","Navrhuješ všem, aby tě následovali.","","","","","","","","4128894"
"894","%s žádá %s, aby počkal.","","","","","","","","4128894"
"895","%s tě žádá, abys počkal.","","","","","","","","4128894"
"896","Žádáš %s, aby počkal.","","","","","","","","4128894"
"897","%s tě žádá, abys počkal.","","","","","","","","4128894"
"898","Žádáš všechny, aby počkali.","","","","","","","","4128894"
"899","%s požaduje vyléčení!","","","","","","","","4128894"
"900","Požaduješ vyléčení!","","","","","","","","4128894"
"901","%s dává rozkaz k palbě.","","","","","","","","4128894"
"902","Dáváš rozkaz k palbě.","","","","","","","","4128894"
"903","%s flirtuje s %s.","","","","","","","","4128894"
"904","%s s tebou flirtuje.","","","","","","","","4128894"
"905","Flirtuješ s %s.","","","","","","","","4128894"
"906","%s flirtuje.","","","","","","","","4128894"
"907","Flirtuješ.","","","","","","","","4128894"
"908","%s říká %s vtip.","","","","","","","","4128894"
"909","%s ti říká vtip.","","","","","","","","4128894"
"910","Říkáš %s vtip.","","","","","","","","4128894"
"911","%s říká vtip.","","","","","","","","4128894"
"912","Řekli jsi vtip.","","","","","","","","4128894"
"913","%s tleská %s. Skvěle!","","","","","","","","4128894"
"914","%s Zatleskal pro vaší, jasnou nezaujatost.","","","","","","","","4128894"
"915","Zatleskal vám pro %s, jasnou nezaujatost.","","","","","","","","4128894"
"916","%s Poloviční, nevýrazné zatleskání.","","","","","","","","4128894"
"917","Tleskáš váhavě a velice nevýrazně.","","","","","","","","4128894"
"918","%s šibalsky mrká na %s.","","","","","","","","4128894"
"919","%s na tebe šibalsky mrká.","","","","","","","","4128894"
"920","Mrkáš šibalsky na %s.","","","","","","","","4128894"
"921","%s šibalsky mrká.","","","","","","","","4128894"
"922","Šibalsky mrkáš.","","","","","","","","4128894"
"923","%s jemně poplácává %s.","","","","","","","","4128894"
"924","%s tě jemně poplácává.","","","","","","","","4128894"
"925","Jemně poplácáváš %s.","","","","","","","","4128894"
"926","%s potřebuje poplácat.","","","","","","","","4128894"
"927","Potřebuješ poplácat.","","","","","","","","4128894"
